Course_Coursenum,Course_Coursetitle,Course_Instructor,Course_Day,Course_Time,Course_Location
ASTR 110,Survey of Astronomy,N Haghighipour,MWF,0930-1020a,WAT 112
ASTR 110,Survey of Astronomy,D Sanders,MWF,1030-1120a,WAT 112
ASTR 110,Survey of Astronomy,R Wainscoat,TR,1030-1145a,HIG 110
ASTR 110A,"Survey of Astronomy
Restriction: Honors Program Approval",P Coleman,MWF,0930-1020a,WAT 114
ASTR 110L,Survey of Astronomy Laboratory,B Boe,T,0700-1000p,PHYSCI 112
ASTR 110L,Survey of Astronomy Laboratory,A Repp,W,0700-1000p,PHYSCI 112
ASTR 110L,Survey of Astronomy Laboratory,D Tholen,R,0700-1000p,PHYSCI 112
ASTR 130,Intro to Archaeoastronomy,E Hu,TR,1200-0115p,WAT 114
ASTR 241,Foundations of Astrophysics I,J Barnes,MWF,1030-1120a,WAT 114
ASTR 280,Evolution of the Universe,R Tully,TR,0130-0245p,WAT 114
ASTR 300,Observational Astronomy,E Magnier,MWF,0230-0320p,WAT 114
ASTR 300L,Observational Astronomy Lab,M Lum,M,0330-0420p,WAT 114
ASTR 494,Senior Research Project,M Chun,M,0130-0220p,WAT 417A
ASTR 622,The Interstellar Medium,L Cowie,TR,0300-0430p,IFA C221
ASTR 633,Astrophysical Techniques,J Williams,TR,0100-0230p,IFA C221
ASTR 640,General Relativity,J Kuhn,M,1100-0215p,IFA C221
ASTR 734,Astronomy Seminar I,J Tonry,TBA,TBA,IFA C221
ASTR 735,Astronomy Seminar II,D Huber,TBA,TBA,IFA C221
ASTR 736,Astronomy Seminar III,K Meech,TBA,TBA,IFA C221
ASTR 740,Astrobiology Seminar,K Meech,M,0300-0400p,PHYSCI 211
ATMO 101,Introduction to Meteorology,C Karamperidou,MWF,1130-1220p,MSB 100
ATMO 101,Introduction to Meteorology,S Businger,TR,1200-0115p,POST 126
ATMO 101L,Intro to Meteorology Lab,S Businger,T,0130-0430p,HIG 309
ATMO 101L,Intro to Meteorology Lab,S Businger,W,1230-0330p,HIG 309
ATMO 200,Atmos. Processes and Phenomena,A Nugent,MWF,1130-1220p,HIG 311
ATMO 303,Intro Atmospheric Dynamics,J Zhao,TR,1030-1145a,HIG 309
ATMO 310,Global Environmental Change,M Mottl,MWF,0930-1020a,MSB 100
ATMO 395,"Undergraduate Internship
Restriction: Instructor Approval",C Fletcher,TBA,TBA,TBA TBA
ATMO 405,Satellite Meteorology,Y Chen,MW,1130-1220p,HIG 310
ATMO 499,"Undergraduate Thesis
Restriction: Instructor Approval",S Businger,TBA,TBA,TBA TBA
ATMO 600,Atmospheric Dynamics I,B Wang,MW,0900-1015a,HIG 309
ATMO 611,Satellite Data Applications,J Griswold,TR,0900-1015a,HIG 310
ATMO 620,Physical Meteorology,Y Wang,TR,1030-1145a,HIG 310
ATMO 631,Statistical Meteorology,P Chu,MWF,1030-1120a,HIG 309
ATMO 666,Lrg-Scale Ocn-Atmos Interactn,N Schneider,MW,1200-0115p,MSB 306
ATMO 765,Seminar in Meteorology,A Nugent,W,0330-0500p,MSB 100
BIOC 545,"Topics in Biochemistry
Restriction: Major",N Bhagavan,TBA,TBA,TBA TBA
BIOC 595,Organ-System Biochem,S Fong,TF,1000-1200p,TBA TBA
BE 350,Dyn. Syst. Modeling,R Kurasaki,TR,0130-0245p,MOORE 152
BE 350L,Dyn. Syst. Modeling Lab,R Kurasaki,R,0900-1145a,AGSCI 315
BE 420,Sensrs & Instrum for Biol Syst,D Jenkins,TR,1200-0115p,MOORE 152
BE 437,Biosystems Unit Operations,C Kinoshita,TR,0900-1015a,STJHN 15
BE 460,Bioreactor Design and Analysis,W Su,TR,0130-0245p,STJHN 13
BE 481,Senior Engineering Design I,C Kinoshita,TR,0300-0545p,STJHN 13
BE 622,Exp Meth in Cause-Eff Modeling,L Gautz,TR,TBA,TBA TBA
BE 634,Biological Treatment,K Lamichhane,TR,0430-0545p,MOORE 202
BE 750,Seminar,L Gautz,TBA,TBA,TBA TBA
BIOL 104,Marine Option Program Seminar,C Hunter,W,0130-0220p,BIOMD B103
BIOL 123,Hawaiian Environmental Science,M Merlin,MWF,1030-1120a,WEB 113
BIOL 171,Introduction to Biology I,K Bennett,MWF,0830-0920a,SPAL 155
BIOL 171,Introduction to Biology I,K Bennett,MWF,0430-0520p,BIL 152
BIOL 171L,Intro to Biology I Lab,K Bennett,M,0130-0415p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,M,0130-0415p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,M,0430-0715p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,M,0430-0715p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,T,0900-1145a,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,T,0900-1145a,EDM 103
BIOL 171L,"Intro to Biology I Lab
Restriction: Honors Program Approval",K Bennett,T,0130-0415p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,T,0130-0415p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,T,0430-0715p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,T,0430-0715p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,W,0930-1215p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,W,0930-1215p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,W,0130-0415p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,W,0130-0415p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,W,0430-0715p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,W,0430-0715p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,R,0900-1145a,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,R,0900-1145a,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,R,0130-0415p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,R,0130-0415p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,R,0430-0715p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,R,0430-0715p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,F,0930-1215p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,F,0930-1215p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,F,0130-0415p,EDM 103
BIOL 171L,Intro to Biology I Lab,K Bennett,F,0130-0415p,EDM 101
BIOL 171L,Intro to Biology I Lab,K Bennett,F,0430-0715p,EDM 103
BIOL 172,Introduction to Biology II,J Walguarnery,MWF,1230-0120p,SPAL 155
BIOL 172L,Intro to Biology II Lab,C Daehler,T,0900-1145a,EDM 112
BIOL 172L,"Intro to Biology II Lab
Restriction: Honors Program Approval",C Daehler,T,0130-0415p,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,T,0430-0715p,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,W,0930-1215p,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,W,0130-0415p,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,W,0430-0715p,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,R,0900-1145a,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,R,0130-0415p,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,R,0430-0715p,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,F,0930-1215p,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,F,0130-0415p,EDM 112
BIOL 172L,Intro to Biology II Lab,C Daehler,F,0430-0715p,EDM 112
BIOL 265,Ecology & Evolutionary Biology,J Walguarnery,MWF,1030-1120a,BIL 152
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,T,0800-1100a,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,T,0800-1100a,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,T,1115-0215p,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,T,1115-0215p,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,T,0230-0530p,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,T,0230-0530p,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,W,1130-0230p,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,W,1130-0230p,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,W,0245-0545p,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,W,0245-0545p,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,R,0800-1100a,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,R,0800-1100a,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,R,1115-0215p,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,R,1115-0215p,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,R,0230-0530p,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,R,0230-0530p,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,F,1130-0230p,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,F,1130-0230p,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,F,0245-0545p,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,F,0245-0545p,EDM TBA
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,S,1215-0315p,EDM 114
BIOL 265L,Ecology & Evolutionry Biol Lab,J Walguarnery,S,1215-0315p,EDM TBA
BIOL 304,Biotech: Science & Eth Issues,D Christopher,MWF,1130-1220p,KUY 301
BIOL 305,Ecology,N Hynson,TR,0900-1015a,WEB 112
BIOL 350,Sex Diffs in the Life Cycle,L Vallin,TR,0900-1015a,ART 132
BIOL 350,Sex Diffs in the Life Cycle,L Vallin,TR,1200-0115p,ART 132
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375,Genetics,F Reed,TR,1200-0115p,SPAL 155
BIOL 375L,Genetics Laboratory,F Reed,T,0130-0430p,EDM 205
BIOL 375L,Genetics Laboratory,F Reed,T,0130-0430p,EDM 212
BIOL 375L,Genetics Laboratory,F Reed,T,0445-0745p,EDM 205
BIOL 375L,Genetics Laboratory,F Reed,T,0445-0745p,EDM 212
BIOL 375L,Genetics Laboratory,F Reed,W,1030-0130p,EDM 205
BIOL 375L,Genetics Laboratory,F Reed,W,1030-0130p,EDM 212
BIOL 375L,Genetics Laboratory,F Reed,W,0145-0445p,EDM 205
BIOL 375L,Genetics Laboratory,F Reed,W,0145-0445p,EDM 212
BIOL 375L,Genetics Laboratory,F Reed,R,0130-0430p,EDM 205
BIOL 375L,Genetics Laboratory,F Reed,R,0130-0430p,EDM 212
BIOL 375L,Genetics Laboratory,F Reed,R,0445-0745p,EDM 205
BIOL 375L,Genetics Laboratory,F Reed,R,0445-0745p,EDM 212
BIOL 375L,Genetics Laboratory,F Reed,F,1030-0130p,EDM 205
BIOL 375L,Genetics Laboratory,F Reed,F,1030-0130p,EDM 212
BIOL 375L,Genetics Laboratory,F Reed,F,0145-0445p,EDM 205
BIOL 375L,Genetics Laboratory,F Reed,F,0145-0445p,EDM 212
BIOL 395,"Internship in Biology Teaching
Restriction: Department Approval",C Womersley,TBA,TBA,TBA TBA
BIOL 395,"Internship in Biology Teaching
Restriction: Instructor Approval",J Brock,TBA,TBA,TBA TBA
BIOL 395,"Internship in Biology Teaching
Restriction: Instructor Approval",A Moran,TBA,TBA,TBA TBA
BIOL 395,"Internship in Biology Teaching
Restriction: Instructor Approval",P Marko,TBA,TBA,TBA TBA
BIOL 395,"Internship in Biology Teaching
Restriction: Instructor Approval",F Reed,TBA,TBA,TBA TBA
BIOL 395,"Internship in Biology Teaching
Restriction: Instructor Approval",A Taylor,TBA,TBA,TBA TBA
BIOL 395,"Internship in Biology Teaching
Restriction: Instructor Approval",R Thomson,TBA,TBA,TBA TBA
BIOL 395,"Internship in Biology Teaching
Restriction: Instructor Approval",TBA,TBA,TBA,TBA TBA
BIOL 400,"Ocean Internships and Research
Restriction: Instructor Approval",C Hunter,TBA,TBA,TBA TBA
BIOL 402,Principles of Biochemistry,J Bingham,MWF,0800-0920a,BIOMD B103
BIOL 402,Principles of Biochemistry,J Bingham,MWF,0800-0920a,BIOMD B103
BIOL 404,"Adv Topics in Marine Biology
Restriction: Major",T Tricas,TR,0900-1015a,GAR 102
BIOL 407,Molecular Biology I,H De Couet,MWF,0930-1020a,BIOMD B103
BIOL 440,Psychoactive Drug Plants,M Merlin,MWF,0230-0320p,ART 101
BIOM 640,Clinical Research Methods,B Rodriguez,R,0730-0930a,MEB 224P
BIOM 641,Leg & Reg Issues and Bioethics,A Brown,R,1000-1200p,MEB 224P
BIOM 642,Applied Clinical Epi/Biostats,J Chen,R,0115-0345p,MEB 224P
BIOM 646,Cl Research Seminar,B Rodriguez,R,1200-0100p,MEB 224P
BIOM 647,"Cultural Competence I
Restriction: Major",T Shintani,R,0115-0345p,MEB 410
BIOM 651,"Doctoral Seminar
Restriction: Major",A Brown,R,1200-0100p,MEB 224P
BIOM 660,"Biomed Research Practicum
Restriction: Major",B Rodriguez,TBA,TBA,TBA TBA
BIOM 660,"Biomed Research Practicum
Restriction: Department Approval",T Ernst,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,J Panee,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,T Shintani,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,J Davis,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,K Csiszar,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,B Rodriguez,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,M Revilla,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,V Douet,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,A Brown,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,H Ahn,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,J Chen,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,Y Deng,TBA,TBA,TBA TBA
BIOM 699,Directed Reading,E Lim,TBA,TBA,TBA TBA
BIOM 700,Thesis Research,J Panee,TBA,TBA,TBA TBA
BIOM 700,Thesis Research,K Csiszar,TBA,TBA,TBA TBA
BIOM 700,Thesis Research,A Brown,TBA,TBA,TBA TBA
BIOM 700,Thesis Research,T Shintani,TBA,TBA,TBA TBA
BIOM 700,Thesis Research,B Rodriguez,TBA,TBA,TBA TBA
BIOM 700,Thesis Research,H Ahn,TBA,TBA,TBA TBA
BIOM 700,Thesis Research,J Chen,TBA,TBA,TBA TBA
BIOM 700,Thesis Research,Y Deng,TBA,TBA,TBA TBA
BIOM 700,Thesis Research,E Lim,TBA,TBA,TBA TBA
BIOM 800,Dissertation Research,M Revilla,TBA,TBA,TBA TBA
BIOM 800,Dissertation Research,T Shintani,TBA,TBA,TBA TBA
BIOM 800,Dissertation Research,B Rodriguez,TBA,TBA,TBA TBA
BIOM 800,Dissertation Research,A Brown,TBA,TBA,TBA TBA
BOT 100,Freshman Seminar,M Merlin,T,0330-0430p,STJHN 7
BOT 105,Ethnobotany,A Amend,MW,1230-0120p,BIOMD B103
BOT 105,Ethnobotany,A Amend,MW,1230-0120p,BIOMD B103
BOT 105,Ethnobotany,A Amend,MW,1230-0120p,BIOMD B103
BOT 105,Ethnobotany,A Amend,MW,1230-0120p,BIOMD B103
BOT 105,Ethnobotany,A Amend,MW,1230-0120p,BIOMD B103
BOT 105,Ethnobotany,A Amend,MW,1230-0120p,BIOMD B103
BOT 105A,"Ethnobotany
Restriction: Honors Program Approval",A Chock,WF,1230-0120p,STJHN 402
BOT 135,Magical Mushrms & Mystcl Molds,G Wong,TR,0100-0215p,STJHN 7
BOT 201,Plant Evolutionary Diversity,G Wong,MWF,0930-1020a,STJHN 603
BOT 201L,Plant Evol Diversity Lab,G Wong,W,0230-0530p,STJHN 603
BOT 300,Conservation Ethics,D Drake,W,1030-1120a,STJHN 7
BOT 305,Ecology,N Hynson,TR,0900-1015a,WEB 112
BOT 350,Resc Mgmt & Conserv Biol:Haw,H Spalding,TR,0130-0245p,BIOMD T208
BOT 456,Plant-Animal Interactions,C Daehler,TR,0900-1015a,STJHN 7
BOT 461,Systematics of Vascular Plants,S Keeley,TR,0130-0220p,STJHN 402
BOT 601,"Current Botany Foundations I
Restriction: Major",K Barton,T,0130-0320p,STJHN 400
BOT 612,"Advanced Botanical Problems
(IUCN Red List: Medicinal Plant Conservation)
Restriction: Major",T Ticktin,T,0900-1100a,STJHN 400
BOT 654,Advances in Plant Ecology,D Drake,F,0900-1100a,STJHN 7
BOT 661,Hawaiian Vascular Plants,C Morden,WF,0130-0220p,STJHN 402
BOT 680,Marine Macrophytes Seminar,C Smith,TBA,TBA,TBA TBA
BOT 682,Plants in Marine Environments,C Smith,TBA,TBA,TBA TBA
BOT 682L,Plants in Marine Environments,C Smith,TBA,TBA,TBA TBA
BUS 200,"Introduction to Business
Restriction: Department Approval",D Masser,TR,0900-1015a,BUSAD E201
BUS 200,"Introduction to Business
Restriction: Department Approval",D Masser,TR,1030-1145a,BUSAD E201
BUS 200,"Introduction to Business
Restriction: Department Approval",D Masser,TR,0130-0245p,BUSAD E202
BUS 200,"Introduction to Business
Restriction: Department Approval",P Rowan,WF,1030-1145a,BUSAD E201
BUS 200,"Introduction to Business
Restriction: Department Approval",D Masser,WF,1200-0115p,BUSAD E202
BUS 209,Written Com in Business,W Lucas,TR,0900-1015a,BUSAD E202
BUS 209,Written Com in Business,W Lucas,TR,1030-1145a,BUSAD D201
BUS 209,Written Com in Business,K Garland,TR,0130-0245p,BUSAD D204
BUS 209,Written Com in Business,K Garland,TR,0300-0415p,BUSAD D204
BUS 209,Written Com in Business,W Lucas,WF,0900-1015a,BUSAD E202
BUS 209,Written Com in Business,W Lucas,WF,1030-1145a,BUSAD E202
BUS 209,Written Com in Business,C Cheshire,WF,1200-0115p,BUSAD E203
BUS 209,Written Com in Business,C Cheshire,WF,0300-0415p,BUSAD E202
BUS 310,"Stat Analysis for Bus Decision
Restriction: College",C Rachal,TR,0900-1015a,BUSAD D101
BUS 310,"Stat Analysis for Bus Decision
Restriction: College",C Rachal,TR,1200-0115p,BUSAD D103
BUS 310,"Stat Analysis for Bus Decision
Restriction: College",D Hauanio-Lore,TR,0130-0245p,BUSAD D101
BUS 310,"Stat Analysis for Bus Decision
Restriction: College",C Rachal,TR,0300-0415p,BUSAD D101
BUS 310,"Stat Analysis for Bus Decision
Restriction: College",TBA,TR,0430-0545p,BUSAD D101
BUS 310,"Stat Analysis for Bus Decision
Restriction: College",D Hauanio-Lore,WF,0900-1015a,BUSAD D103
BUS 310,"Stat Analysis for Bus Decision
Restriction: College",D Hauanio-Lore,WF,1030-1145a,BUSAD D101
BUS 310,"Stat Analysis for Bus Decision
Restriction: College",C Rachal,WF,0130-0245p,BUSAD D106
BUS 310,"Stat Analysis for Bus Decision
Restriction: College",TBA,WF,0300-0415p,BUSAD D104
BUS 311,"Info Sys for Global Bus Enviro
Restriction: College",H Chen,TR,1030-1145a,BUSAD D104
BUS 311,"Info Sys for Global Bus Enviro
Restriction: College",B Xiao,TR,1200-0115p,BUSAD D104
BUS 311,"Info Sys for Global Bus Enviro
Restriction: College",T Phuaphanthong,TR,0130-0245p,BUSAD D104
BUS 311,"Info Sys for Global Bus Enviro
Restriction: College",R Kazman,WF,1030-1145a,BUSAD D104
BUS 311,"Info Sys for Global Bus Enviro
Restriction: College",T Phuaphanthong,WF,0130-0245p,BUSAD D104
BUS 311,"Info Sys for Global Bus Enviro
Restriction: College",T Phuaphanthong,WF,0300-0415p,BUSAD C102
BUS 312,"Principles of Marketing
Restriction: College",A Malave,TR,1200-0115p,BUSAD D106
BUS 312,"Principles of Marketing
Restriction: College",A Malave,TR,0130-0245p,BUSAD D106
BUS 312,"Principles of Marketing
Restriction: College",A Palia,TR,0300-0415p,BUSAD D103
BUS 312,"Principles of Marketing
Restriction: College",D Masser,WF,0900-1015a,BUSAD D101
BUS 312,"Principles of Marketing
Restriction: College",A Malave,WF,1030-1145a,BUSAD D106
BUS 312,"Principles of Marketing
Restriction: College",A Malave,WF,1200-0115p,BUSAD D101
BUS 312,"Principles of Marketing
Restriction: College",D Alden,WF,0130-0245p,BUSAD D101
BUS 313,"Econ & Fin Envir of Global Bus
Restriction: College",D Mcclain,TR,1030-1145a,BUSAD C102
BUS 313,"Econ & Fin Envir of Global Bus
Restriction: College",D Mcclain,TR,1200-0115p,BUSAD G103
BUS 313,"Econ & Fin Envir of Global Bus
Restriction: College",D Mcclain,TR,0130-0245p,BUSAD C102
BUS 313,"Econ & Fin Envir of Global Bus
Restriction: College",J Lim,WF,1030-1145a,BUSAD C101
BUS 313,"Econ & Fin Envir of Global Bus
Restriction: College",A Hittle,WF,1200-0115p,BUSAD D106
BUS 313,"Econ & Fin Envir of Global Bus
Restriction: College",J Chen,WF,0130-0245p,BUSAD C101
BUS 314,"Business Finance
Restriction: College",E Mais,TR,0900-1015a,BUSAD D106
BUS 314,"Business Finance
Restriction: College",S Ha,TR,0900-1015a,BUSAD C102
BUS 314,"Business Finance
Restriction: College",E Mais,TR,1030-1145a,BUSAD D101
BUS 314,"Business Finance
Restriction: College",F Rogers,TR,1030-1145a,BUSAD D203
BUS 314,"Business Finance
Restriction: College",J Kim,WF,0900-1015a,BUSAD C101
BUS 314,"Business Finance
Restriction: College",J Kim,WF,1030-1145a,BUSAD C102
BUS 315,"Global Mgt & Orgnztnl Behavior
Restriction: College",D Bhawuk,M,0900-1145a,BUSAD C102
BUS 315,"Global Mgt & Orgnztnl Behavior
Restriction: College",L Korkowski,TR,1030-1145a,BUSAD G102
BUS 315,"Global Mgt & Orgnztnl Behavior
Restriction: College",W Quam,TR,0300-0415p,BUSAD G102
BUS 315,"Global Mgt & Orgnztnl Behavior
Restriction: College",V Iwashita,WF,0900-1015a,BUSAD G102
BUS 315,"Global Mgt & Orgnztnl Behavior
Restriction: College",W Quam,WF,1200-0115p,BUSAD G103
BUS 315,"Global Mgt & Orgnztnl Behavior
Restriction: College",J Sullivan,WF,0130-0245p,BUSAD G102
BUS 315,"Global Mgt & Orgnztnl Behavior
Restriction: College",R Nakata,WF,0300-0415p,BUSAD G102
BUS 345,"Strategic Management
Restriction: Department Approval",R Doktor,T,1030-0115p,BUSAD E202
BUS 345,"Strategic Management
Restriction: Department Approval",S Shin,TR,1200-0115p,BUSAD E201
BUS 345,"Strategic Management
Restriction: Department Approval",S Shin,TR,0300-0415p,BUSAD E202
BUS 345,"Strategic Management
Restriction: Department Approval",R Nicholas,WF,0900-1015a,BUSAD E204
BUS 345,"Strategic Management
Restriction: Department Approval",R Nicholas,WF,1130-1245p,BUSAD D204
BUS 345,"Strategic Management
Restriction: Department Approval",R Doktor,R,1030-0115p,BUSAD E202
BUS 395D,"MIS Internship
Restriction: Instructor Approval",R Varley,TBA,TBA,TBA TBA
BUS 395F,"Internship in Finance
Restriction: Instructor Approval",R Varley,TBA,TBA,TBA TBA
BUS 395G,"Management Internship
Restriction: Instructor Approval",R Varley,TBA,TBA,TBA TBA
BUS 395I,"Intl Business Internship
Restriction: Instructor Approval",R Varley,TBA,TBA,TBA TBA
BUS 395K,"Marketing Internship
Restriction: Instructor Approval",R Varley,TBA,TBA,TBA TBA
BUS 395M,"Internship-Human Resource Mgt
Restriction: Instructor Approval",R Varley,TBA,TBA,TBA TBA
BUS 395R,"Internship in Real Estate
Restriction: Instructor Approval",R Varley,TBA,TBA,TBA TBA
BUS 601,Professional Development,L Higa,TBA,TBA,TBA TBA
BUS 619,"Data Analytics/Statistics
Restriction: Major",D Port,M,0600-0900p,BUSAD G103
BUS 620,"Micro/Macroecon Found for Mgr
Restriction: Major",J Ai,T,0600-0845p,BUSAD G103
BUS 624,"Accounting for Decision-making
Restriction: Major",S Daniel,W,0600-0845p,BUSAD C101
BUS 625,"Digital Transformation with IT
Restriction: Major",B Xiao,R,0600-0900p,BUSAD G103
BUS 626,"Leadership and Org. Behavior
Restriction: Major",H Bess,R,0600-0845p,BUSAD G102
BUS 667,"Business Study Abroad
Restriction: Instructor Approval",R Mitsunaga,TBA,TBA,TBA TBA
BUS 695,"Internships
Restriction: Instructor Approval",L Higa,TBA,TBA,TBA TBA
BUS 695,"Internships
Restriction: Instructor Approval",L Higa,TBA,TBA,TBA TBA
BUS 696,"MBA Consulting Practicum
Restriction: Department Approval",J Richardson,T,0600-0845p,BUSAD D101
BUS 705,"Research Seminar in Business
Restriction: Major",Q Liu,W,0300-0415p,BUSAD E203
BLAW 200,Legal Environment of Business,T Messinger,TR,0900-1015a,BUSAD G103
BLAW 200,Legal Environment of Business,T Messinger,TR,1030-1145a,BUSAD A101
